"amt_Price","distance","years_after"
158911.570072174,0.633315980434418,1
133656.847596169,0.681942403316498,0
136983.114778996,0.709346413612366,0
146614.267349243,0.823795676231384,1
162176.876306534,0.906564891338348,1
153773.262500763,0.924002528190613,1
163335.219025612,0.97949743270874,1
141305.840134621,0.905282735824585,0
157021.993398666,0.846481084823608,1
148984.829306602,0.799201130867004,0
123312.681913376,0.799201130867004,1
138257.843017578,0.703944683074951,0
155102.046132088,0.624693214893341,1
149674.46833849,0.44808641076088,1
147650.711238384,0.44808641076088,1
151063.066720963,0.422315239906311,-1
135242.49792099,0.404256761074066,0
139492.022395134,0.418605506420135,0
135145.637512207,0.487940549850464,-1
135440.185666084,0.514361083507538,1
205521.136522293,0.351524710655212,1
62633.450627327,0.460358291864395,-1
84371.8349933624,0.247148051857948,1
86516.4656639099,0.047039557248354,0
59279.5851230621,0.614682137966156,0
67081.6217064857,0.555532872676849,0
48804.160118103,0.555532872676849,0
83140.8798694611,0.555532872676849,0
79357.063293457,0.555532872676849,0
396190.489768982,0.741512656211853,0
419825.077056885,0.953235447406769,-1
188432.060241699,0.728085458278656,-1
258826.250076294,0.599221408367157,-1
355536.114215851,0.527453422546387,1
340893.466472626,0.624892890453339,0
143502.455472946,0.730838894844055,1
183706.95412159,0.871901631355286,1
202855.506539345,0.564429402351379,0
216306.625366211,0.479571759700775,-1
195033.867359161,0.613009691238403,0
203484.325408936,0.574267268180847,0
195690.163969994,0.507730185985565,0
218208.415806293,0.458673119544983,-1
209142.866492271,0.220808580517769,0
227893.18561554,0.177297666668892,0
204000.009119511,0.143171548843384,0
178386.305809021,0.121225945651531,-1
214805.037498474,0.118136569857597,0
204168.196022511,0.135730072855949,-1
211001.155018806,0.135730072855949,1
332398.511230946,0.204750463366508,-1
353840.434789658,0.456769436597824,-1
306285.727977753,0.733788669109344,0
217217.900872231,0.163807526230812,0
205378.970503807,0.210441708564758,-1
222867.424964905,0.265078991651535,-1
206414.419412613,0.313512057065964,-1
235305.620491505,0.355924367904663,-1
187775.058746338,0.399319648742676,-1
185360.24004221,0.399319648742676,1
237652.808725834,0.442483186721802,-1
205392.735004425,0.48302760720253,0
204434.070289135,0.530949294567108,0
170268.376350403,0.493504106998444,0
211773.31507206,0.452826261520386,-1
205392.735004425,0.0981566533446312,0
209790.207445621,0.110641084611416,0
231663.626432419,0.116516344249249,-1
207445.687294006,0.140506565570831,0
202426.345944405,0.173556581139565,1
223467.941761017,0.21246649324894,0
252725.032866001,0.299542963504791,-1
216571.438252926,0.244229763746262,0
208239.359796047,0.244229763746262,1
204917.422413826,0.197133168578148,-1
224111.503601074,0.149656549096107,0
210926.37360096,0.102348133921623,0
207259.782075882,0.0538185760378838,0
207990.688562393,0.793123722076416,0
195044.042944908,0.745432555675507,0
254083.126366138,0.695658206939697,-1
217421.607971191,0.695658206939697,0
241509.420871735,0.695658206939697,1
233662.464141846,0.723400712013245,1
239704.78785038,0.557672739028931,-1
204205.376386642,0.543541967868805,-1
209622.074127197,0.50683856010437,0
200956.270217896,0.50683856010437,0
218509.535074234,0.504178524017334,1
202105.264663696,0.508011341094971,0
183389.639377594,0.512574434280396,0
205268.748402596,0.437075942754745,0
203076.920807362,0.38863530755043,0
205142.866313457,0.403349936008453,0
188316.832244396,0.350994676351547,-1
190122.246980667,0.360779821872711,-1
252693.717241287,0.40987965464592,-1
212420.535206795,0.443607091903687,-1
182805.642485619,0.306145071983337,1
183707.257270813,0.245286151766777,-1
190677.388191223,0.234567105770111,1
236744.76146698,0.201792865991592,-1
213077.383041382,0.250837177038193,0
204784.218668938,0.345691651105881,-1
188126.810789108,0.345691651105881,1
190709.044039249,0.393494933843613,-1
205673.600018024,0.441057652235031,0
204912.28222847,0.494525760412216,0
257399.314761162,0.626434206962585,1
263372.931361198,0.627734541893005,0
189651.368021965,0.661370694637299,-1
188267.571270466,0.661370694637299,1
205392.735004425,0.646679937839508,0
226322.733879089,0.618259489536285,0
204041.816711426,0.668789207935333,0
252322.735190392,0.710239827632904,-1
210387.789011002,0.745638310909271,0
252042.004466057,0.788187146186829,0
212840.65246582,0.788187146186829,1
205831.89278841,0.788187146186829,1
235558.198571205,0.850276112556458,0
212501.498222351,0.90885603427887,-1
191193.759918213,0.961138427257538,0
211940.662622452,0.913853287696838,0
216370.10216713,0.845332145690918,0
235558.198571205,0.808120548725128,0
209537.362098694,0.766084313392639,0
252961.436033249,0.712255895137787,0
203484.325408936,0.640478610992432,0
205473.685741425,0.643914401531219,0
216370.10216713,0.624137043952942,0
230165.127754211,0.654646217823029,-1
192356.209516525,0.737610220909119,-1
204230.049610138,0.780778110027313,-1
208501.747131348,0.780778110027313,0
194854.191839695,0.826409697532654,1
257761.456847191,0.912501633167267,-1
378640.794754028,0.886460483074188,-1
345824.563980103,0.939392924308777,0
387570.483207703,0.807264029979706,0
385587.704181671,0.807264029979706,0
177671.633958817,0.709703683853149,1
172192.265510559,0.709703683853149,1
157153.02157402,0.758237183094025,1
145938.247680664,0.787347495555878,1
171940.290927887,0.742416560649872,1
174857.150673866,0.707859098911285,1
146508.318960667,0.681416511535645,1
142433.241009712,0.755207657814026,1
142433.241009712,0.694374442100525,1
130419.370532036,0.652260005474091,1
139428.577661514,0.616041898727417,1
162285.721540451,0.581079185009003,1
148343.132734299,0.444709867238998,1
171246.303915977,0.5290487408638,1
138190.370798111,0.559264123439789,1
179751.915037632,0.591219246387482,1
161138.786613941,0.623965740203857,1
132549.947500229,0.650969624519348,1
144394.836425781,0.405014127492905,1
178495.405197144,0.516352772712708,0
172518.335223198,0.475247502326965,0
198640.786170959,0.440443903207779,0
163902.442932129,0.404975712299347,1
171931.538164616,0.369966864585876,0
153286.711573601,0.369966864585876,1
167207.211256027,0.334933817386627,0
168734.251976013,0.302724123001099,0
169310.136795044,0.278055220842361,0
168362.373352051,0.278055220842361,1
172189.560890198,0.260225206613541,0
196501.894772053,0.238204956054688,-1
180038.149654865,0.22420147061348,-1
177733.004808426,0.204552039504051,-1
185688.995361328,0.190863713622093,-1
172104.265093803,0.170057415962219,-1
206321.105957031,0.209513083100319,-1
172775.659799576,0.246108636260033,-1
187984.784781933,0.283617436885834,-1
170883.667469025,0.321469753980637,-1
157774.963378906,0.359117716550827,-1
166263.341665268,0.406238675117493,1
205631.077766418,0.512131631374359,0
177799.508750439,0.42519935965538,0
171037.791252136,0.454519748687744,0
171428.579092026,0.483126580715179,1
196036.040782928,0.521405577659607,0
200097.796976566,0.570380687713623,0
229642.418622971,0.477488458156586,0
209519.113898277,0.415857076644897,0
208120.290517807,0.371154099702835,0
187414.917111397,0.371154099702835,0
271186.432242393,0.32708552479744,-1
208312.955796719,0.32708552479744,0
266498.43454361,0.282927721738815,-1
232692.52705574,0.282927721738815,0
242730.712890625,0.239125430583954,-1
214285.723865032,0.239125430583954,1
177714.293658733,0.19647353887558,1
172571.436285973,0.153801813721657,1
223255.813717842,0.13201804459095,-1
223677.591085434,0.178162038326263,-1
211987.391114235,0.223772451281548,-1
201466.491699219,0.269598573446274,-1
225132.736206055,0.315079480409622,-1
200479.504168034,0.360324561595917,-1
184035.197794437,0.405495971441269,-1
229118.39735508,0.462361842393875,-1
224907.523393631,0.115030221641064,0
166905.056834221,0.105382107198238,0
160590.399742126,0.114631943404675,0
170036.893844604,0.138706922531128,0
239554.172873497,0.172160491347313,0
163129.582285881,0.217872932553291,0
159608.799934387,0.264059156179428,0
149046.452879906,0.306436419487,0
169886.021614075,0.347170174121857,0
159520.094871521,0.38894334435463,0
173549.553751945,0.431337177753448,0
167783.787846565,0.473620742559433,0
172972.977161407,0.515209555625916,0
170679.619789124,0.558710217475891,0
173341.330528259,0.599865317344666,0
175068.984985352,0.638284981250763,0
171037.791252136,0.680181562900543,0
174493.100166321,0.728400707244873,0
166782.08220005,0.709393262863159,0
168501.485109329,0.665949046611786,0
172629.088103771,0.592145025730133,1
164000.007331371,0.549279868602753,0
164489.544987679,0.508412718772888,0
162787.460327148,0.467467486858368,1
169714.293301105,0.426870822906494,1
173714.293479919,0.386572450399399,1
172571.436285973,0.347521245479584,1
177186.951816082,0.309914290904999,1
162373.894751072,0.271664470434189,1
171489.622175694,0.227904632687569,1
168071.22439146,0.201117277145386,1
193203.752338886,0.184632509946823,0
169780.423283577,0.178223788738251,1
182352.948784828,0.182828769087791,0
178132.006883621,0.457991003990173,0
173096.081733704,0.465118706226349,1
167501.491427422,0.474847704172134,1
172526.686728001,0.488539069890976,1
171387.896716595,0.467678993940353,1
175477.752923965,0.403562605381012,1
232513.751506805,0.376049667596817,0
172800.006866455,0.363735467195511,0
170827.059268951,0.37283644080162,0
212941.185355186,0.328309029340744,0
181076.061427593,0.286266505718231,0
165313.646793365,0.245211750268936,0
193543.593525887,0.206196933984756,0
230977.432250977,0.168711319565773,0
235561.037659645,0.217913329601288,0
174338.286995888,0.245414599776268,1
173768.554031849,0.283912837505341,1
175477.752923965,0.316545814275742,1
169110.316693783,0.348223209381104,1
174908.019959927,0.37310391664505,1
179928.821802139,0.329684048891068,1
174338.286995888,0.306438952684402,1
188794.057488441,0.290270954370499,0
174436.081647873,0.283383250236511,0
185031.284332275,0.283183127641678,0
227510.960698128,0.290355175733566,0
240000.009536743,0.303670406341553,0
176512.451767921,0.339184314012527,1
166263.341665268,0.339184314012527,1
203031.782269478,0.370852679014206,0
186014.667570591,0.401455610990524,0
166362.025499344,0.434337466955185,1
191882.638156414,0.468609899282455,0
201281.311511993,0.689529776573181,1
175005.864620209,0.737766146659851,1
173880.424976349,0.779277980327606,1
170828.469693661,0.807425081729889,1
173628.93640995,0.819902062416077,1
166362.025499344,0.805814802646637,1
172059.355139732,0.945768654346466,1
174857.150673866,0.880700767040253,0
174285.722076893,0.837821781635284,1
169142.864704132,0.793996930122375,1
170285.721898079,0.749083697795868,1
169142.864704132,0.69295734167099,0
176617.218852043,0.688144028186798,1
198267.071485519,0.690670430660248,1
199406.537413597,0.697638630867004,1
218450.176119804,0.947275936603546,0
184942.959785461,0.927708089351654,-1
170036.893844604,0.926174581050873,0
163857.868671417,0.905244171619415,-1
166650.364637375,0.7273770570755,0
169411.759972572,0.739490330219269,0
183431.803703308,0.825902819633484,-1
165222.559571266,0.852752864360809,1
165222.559571266,0.882200300693512,1
183345.191836357,0.916975617408752,1
197195.564389229,0.949800133705139,0
174764.58966732,0.0899617150425911,-1
165056.884765625,0.0989680215716362,-1
169310.136795044,0.185352876782417,0
175428.57927084,0.215548887848854,1
158944.21005249,0.251884937286377,0
177372.524261475,0.293625265359879,0
174865.523457527,0.331198304891586,0
172518.335223198,0.368643671274185,0
171931.538164616,0.405419319868088,0
173747.719824314,0.443157374858856,0
196605.158507824,0.481929928064346,0
170822.674036026,0.522526264190674,0
170857.150495052,0.58336991071701,1
164703.058242798,0.579536199569702,0
169886.021614075,0.591300368309021,0
168734.251976013,0.53357857465744,0
163747.751712799,0.489963114261627,0
166630.634665489,0.447961241006851,0
165854.827880859,0.405268996953964,0
160195.59699297,0.362327039241791,0
150220.04699707,0.319587975740433,0
152621.366500854,0.276054412126541,0
195294.125795364,0.180484533309937,0
195882.361114025,0.0898569077253342,0
197195.564389229,0.0447708666324615,0
178311.444818974,0.0458044819533825,0
205473.685741425,0.908704102039337,0
186185.213148594,0.894461452960968,0
32589.1836285591,0.863539159297943,1
163567.744135857,0.863539159297943,1
176121.147572994,0.914634943008423,0
190880.46836853,0.940810561180115,0
211391.665041447,0.952371537685394,0
198466.903686523,0.924248337745667,0
171089.114785194,0.893707990646362,0
192114.021360874,0.853001296520233,0
190240.547418594,0.853001296520233,1
171188.809275627,0.824156403541565,0
193466.519117355,0.796161592006683,0
179475.836098194,0.768185019493103,0
195534.44904089,0.740568578243256,0
213706.29131794,0.698378145694733,0
195044.042944908,0.663061022758484,0
168362.373352051,0.728763401508331,0
190880.46836853,0.797533512115479,0
33200.469493866,0.825185000896454,0
212210.527896881,0.825185000896454,0
207445.687294006,0.852306723594666,0
179616.492509842,0.88076788187027,0
176754.894256592,0.941105842590332,1
170169.097900391,0.972001910209656,0
227368.409872055,0.959022760391235,0
221714.295625687,0.959022760391235,1
181768.016219139,0.917141795158386,0
171101.212501526,0.758286476135254,-1
178382.183551788,0.712934732437134,1
175869.309782982,0.729299366474152,1
185252.775847912,0.878912031650543,0
178604.650974274,0.999580144882202,-1
170036.893844604,0.964774549007416,0
155547.305226326,0.985372602939606,0
156882.463693619,0.955348670482635,-1
158499.06206131,0.955348670482635,0
149108.911335468,0.901471197605133,0
139548.865318298,0.818686902523041,0
168950.345516205,0.545453369617462,-1
149610.38517952,0.500127553939819,0
157848.40875864,0.5711709856987,0
172800.006866455,0.672985970973969,0
165955.84332943,0.755332946777344,-1
149924.439430237,0.794931709766388,-1
143266.048908234,0.863197922706604,0
170530.000030994,0.927379250526428,1
160590.399742126,0.876184463500977,0
141553.404808044,0.846983015537262,0
169688.066124916,0.823095440864563,0
164132.835030556,0.80033814907074,0
146781.752109528,0.77834141254425,0
172231.813967228,0.750925838947296,0
175139.141380787,0.721414685249329,0
158019.802451134,0.701631724834442,0
155501.220524311,0.739910185337067,0
175782.985389233,0.80617082118988,0
169306.931197643,0.83621472120285,0
158185.067653656,0.851330637931824,1
174972.469568253,0.869728028774261,0
153740.829348564,0.890074849128723,0
171428.579092026,0.911409795284271,1
165222.559571266,0.934090435504913,1
162941.183269024,0.957873046398163,0
170862.378001213,0.98326164484024,0
150806.844055653,0.986996591091156,0
169514.57118988,0.962814629077911,0
170000.007092953,0.938714325428009,0
173951.757371426,0.912035703659058,0
150375.932455063,0.883078217506409,0
154296.435415745,0.853132128715515,0
148800.005912781,0.822187423706055,0
169200.006723404,0.793139398097992,0
167402.131676674,0.793139398097992,1
172200.006842613,0.749532282352448,0
167400.006651878,0.722342431545258,0
149774.428725243,0.692871689796448,0
164005.00202179,0.655433416366577,0
170012.511253357,0.615786910057068,0
164605.752944946,0.571727573871613,0
154392.987251282,0.527765691280365,0
168105.065822601,0.483707129955292,0
174167.177796364,0.444601684808731,0
147048.569440842,0.419063001871109,0
171556.664347649,0.399380683898926,0
170456.228256226,0.385543644428253,0
162101.313471794,0.371770799160004,0
169022.548079491,0.334859251976013,0
161804.503321648,0.29491400718689,0
165579.080224037,0.25499963760376,0
169128.518402576,0.209183573722839,0
169212.698936462,0.209183573722839,1
167908.739805222,0.173391029238701,-1
139580.957710743,0.146178185939789,-1
153527.17590332,0.130078539252281,-1
157216.555595398,0.130078539252281,1
171363.921880722,0.126012876629829,0
145853.052616119,0.130758360028267,0
170332.280099392,0.0414465591311455,0
148065.734863281,0.118881314992905,0
159003.737688065,0.201006278395653,0
156349.80481863,0.238466843962669,-1
164258.549809456,0.274804174900055,-1
157714.292764664,0.228068843483925,1
162600.006461143,0.188569322228432,0
163961.911022663,0.147166162729263,-1
158479.815840721,0.147166162729263,1
170342.199802399,0.116077087819576,-1
158476.196527481,0.0914412289857864,-1
160782.394051552,0.0914412289857864,0
160203.824043274,0.0795350670814514,-1
170983.297348022,0.0795350670814514,0
171344.741106033,0.0795350670814514,0
148965.511858463,0.103736609220505,-1
163065.128207207,0.14543342590332,-1
156195.240020752,0.14543342590332,0
179809.530675411,0.190432235598564,-1
145194.640159607,0.235903456807137,-1
146229.098081589,0.235903456807137,0
147428.578019142,0.983019590377808,1
140383.136689663,0.745127975940704,-1
141859.874725342,0.622074246406555,-1
141409.529209137,0.578765392303467,-1
146658.182144165,0.538753151893616,-1
160815.289020538,0.461046397686005,-1
157757.964134216,0.461046397686005,-1
135228.426933289,0.509945750236511,-1
160809.097290039,0.534359574317932,0
152877.735495567,0.557492911815643,0
175139.141380787,0.557492911815643,0
156199.530720711,0.582987785339355,1
159198.994636536,0.609205365180969,0
162202.749252319,0.638848662376404,0
166720.995008945,0.670544385910034,0
161304.067373276,0.715532720088959,0
163236.404418945,0.76655375957489,-1
132623.569846153,0.771603882312775,-1
156882.463693619,0.711499273777008,0
165517.23331213,0.6668940782547,0
142824.854314327,0.621999561786652,0
146048.233151436,0.621999561786652,0
153479.616343975,0.580381512641907,0
152400.006055832,0.547330558300018,0
142824.854314327,0.516582429409027,0
152571.435391903,0.516582429409027,1
146257.046163082,0.486613571643829,0
166119.114160538,0.458113163709641,0
158988.616943359,0.437258243560791,0
147228.15823555,0.400250405073166,0
158174.899816513,0.360819071531296,-1
164210.518240929,0.328917294740677,0
166083.644807339,0.295826733112335,-1
169304.672241211,0.262385666370392,0
134556.882321835,0.233066767454147,0
161001.247406006,0.300169795751572,0
144059.777379036,0.321643948554993,0
155187.962293625,0.339859008789062,0
160702.186524868,0.385248005390167,0
161202.999591827,0.437656939029694,0
167221.874594688,0.47354918718338,-1
165517.23331213,0.449312686920166,0
160100.30567646,0.395576864480972,0
163902.439177036,0.434604912996292,0
142645.761072636,0.46089044213295,0
149714.292407036,0.46089044213295,1
166904.31535244,0.481940805912018,0
162507.829070091,0.498365640640259,0
165807.25479126,0.512892782688141,0
169022.548079491,0.525407552719116,0
163609.014511108,0.551606595516205,0
154993.738174438,0.594705820083618,0
145891.182124615,0.634595990180969,0
152687.39014864,0.665565729141235,0
160986.437797546,0.616789162158966,0
146420.658588409,0.59637588262558,0
153505.529165268,0.581009745597839,0
170983.297348022,0.56919276714325,0
169795.913338661,0.560087502002716,0
155145.506501198,0.544047594070435,0
165294.124543667,0.525983393192291,0
172752.181172371,0.538025617599487,0
165046.377301216,0.593767702579498,0
168712.871789932,0.640661239624023,0
158823.536038399,0.646675705909729,0
173579.329133034,0.652741730213165,0
175068.984985352,0.652741730213165,1
173579.329133034,0.651505589485168,0
177712.170302868,0.6908238530159,0
180073.793828487,0.779425859451294,0
166650.364637375,0.772710859775543,0
177712.170302868,0.731087446212769,0
152567.2352314,0.689485192298889,0
164136.317968369,0.725837171077728,1
147000.005841255,0.761546492576599,0
150265.796482563,0.761546492576599,1
165640.069305897,0.797757804393768,0
171844.668388367,0.82181179523468,0
150806.844055653,0.845105051994324,0
167897.628247738,0.902030348777771,0
162943.627715111,0.932919800281525,1
158823.536038399,0.20879627764225,0
154384.174346924,0.189328774809837,-1
159386.967420578,0.208860740065575,-1
164258.549809456,0.228992968797684,-1
158160.913825035,0.253250390291214,-1
163261.148929596,0.283478140830994,-1
164904.208600521,0.316827476024628,-1
167058.830499649,0.316827476024628,0
162961.072921753,0.355418980121613,-1
153059.791564941,0.355418980121613,1
162546.15187645,0.39872407913208,-1
149657.789826393,0.343406021595001,-1
150874.519824982,0.381164282560349,-1
153256.699442863,0.417728006839752,-1
158980.894088745,0.456936419010162,-1
170925.335884094,0.50245988368988,-1
157757.964134216,0.652268588542938,-1
144305.734634399,0.706991076469421,-1
149060.700237751,0.756269812583923,-1
163782.744705677,0.820006549358368,-1
163785.804986954,0.820006549358368,0
170925.335884094,0.857114911079407,-1
162507.829070091,0.857114911079407,0
150900.955796242,0.972289741039276,-1
144056.274414062,0.351560890674591,-1
172800.006866455,0.797625839710236,0
168265.67620039,0.847619891166687,0
166233.761310577,0.879219770431519,0
166439.623832703,0.911166191101074,0
168000.00667572,0.946950018405914,0
182255.630135536,0.983176469802856,0
167628.478288651,0.96973979473114,0
171556.664347649,0.938509166240692,0
195445.545136929,0.900043904781342,0
182352.948784828,0.989527642726898,0
185252.775847912,0.995591580867767,0
185427.870512009,0.923862516880035,0
192241.821527481,0.888510942459106,-1
174761.605024338,0.854054152965546,0
176794.468700886,0.820112884044647,-1
165663.711547852,0.786742985248566,-1
161247.749328613,0.786742985248566,0
166015.029430389,0.753116965293884,0
173691.929340363,0.693668484687805,0
157890.767216682,0.776060521602631,0
161771.211504936,0.776060521602631,0
181292.769789696,0.733032703399658,-1
166616.196751595,0.733032703399658,1
171148.770570755,0.696290850639343,-1
191035.775601864,0.657644867897034,-1
169128.518402576,0.612400770187378,0
181166.135370731,0.587231934070587,0
180564.254522324,0.638964533805847,0
178758.6119771,0.708699941635132,0
163711.590766907,0.688785493373871,0
186768.054783344,0.678116083145142,-1
163533.130288124,0.634411215782166,-1
157922.073245049,0.634411215782166,0
158881.117105484,0.634411215782166,1
174822.335720062,0.596414983272552,-1
167520.571947098,0.596414983272552,1
170558.376312256,0.555090308189392,-1
179360.492825508,0.661918938159943,0
183431.803703308,0.616637587547302,-1
173233.074188232,0.63332211971283,0
191757.263183594,0.740824639797211,-1
187509.475708008,0.741286396980286,-1
169589.912891388,0.744463682174683,-1
188971.617221832,0.748101234436035,-1
180564.254522324,0.76033878326416,0
191398.109793663,0.774604856967926,0
185612.046957016,0.79116690158844,0
22299.6520996094,0.21898153424263,0
255253.646850586,0.858140110969543,-1
220676.777243614,0.959571897983551,-1
240000.008881092,0.996239840984344,-1
237037.041187286,0.996239840984344,1
265041.036128998,0.960040152072906,-1
213206.65872097,0.979063093662262,-1
244394.559562206,0.963641226291656,-1
189657.166004181,0.916675865650177,0
185732.946276665,0.862060725688934,-1
215475.481748581,0.811031639575958,-1
200799.069404602,0.776959717273712,-1
193139.47480917,0.745732069015503,-1
185737.979412079,0.745732069015503,1
167409.939467907,0.981251358985901,0
168171.027600765,0.908386766910553,-1
122368.86382103,0.908386766910553,0
131127.147674561,0.908386766910553,1
171707.321166992,0.937060296535492,-1
160000.001192093,0.829105317592621,0
177342.655360699,0.931268870830536,-1
173096.081733704,0.996998846530914,-1
172487.373352051,0.668851852416992,1
207567.577362061,0.728618502616882,-1
189073.860168457,0.97128289937973,-1
181380.062699318,0.725756108760834,1
176968.34564209,0.681571781635284,1
196626.502752304,0.507447957992554,1
184884.903311729,0.577239632606506,1
208934.705257416,0.658343076705933,0
195164.845585823,0.793155372142792,1
200396.503448486,0.876578688621521,-1
164314.18800354,0.883238911628723,0
199214.812517166,0.965846061706543,1
193761.459589005,0.411985248327255,0
211187.931895256,0.485988587141037,-1
195121.955871582,0.485988587141037,1
186601.464629173,0.430151015520096,0
196032.670140266,0.349646359682083,1
187058.831334114,0.301326721906662,0
182314.548492432,0.371032565832138,1
184023.747384548,0.518190681934357,1
156390.969753265,0.572064936161041,0
170461.906433105,0.572064936161041,0
182514.071464539,0.570677697658539,0
163547.256231308,0.576393604278564,1
174709.193408489,0.684765756130219,0
159619.958400726,0.684765756130219,1
157566.534817219,0.698779761791229,-1
207047.011852264,0.714847505092621,0
176796.639442444,0.735086739063263,0
183089.643716812,0.734535574913025,-1
164303.176403046,0.722395241260529,0
159331.336259842,0.744843780994415,0
215182.656526566,0.875795841217041,0
169411.771774292,0.847799837589264,0
197284.395217896,0.847799837589264,0
257404.029369354,0.847799837589264,0
183450.829446316,0.888641655445099,0
187749.070286751,0.870709478855133,0
159999.992132187,0.971784055233002,0
158435.205817223,0.962654054164886,0
167600.956320763,0.940341114997864,1
162941.183269024,0.798671126365662,0
164750.59992075,0.798671126365662,1
171844.668388367,0.772959768772125,0
186466.156244278,0.942533910274506,0
179125.366210938,0.99201625585556,1
159398.488402367,0.938840568065643,0
180112.570524216,0.894941449165344,0
196014.752626419,0.856199085712433,0
195314.428210258,0.819888472557068,0
185461.295127869,0.660150468349457,0
178742.29490757,0.698926150798798,0
168222.905516624,0.728914499282837,0
169886.021614075,0.728914499282837,0
159442.512512207,0.69476181268692,1
190796.228945255,0.647968769073486,-1
189837.291717529,0.558974325656891,0
151456.317901611,0.521243453025818,0
153101.000189781,0.521243453025818,1
155009.167671204,0.310898393392563,0
155643.56482029,0.362437009811401,0
154495.628356934,0.362437009811401,1
168526.637554169,0.405370354652405,-1
176722.096800804,0.44740492105484,1
180564.254522324,0.536850690841675,0
206860.67533493,0.585274040699005,0
180073.793828487,0.625524997711182,0
177756.684780121,0.714299499988556,1
195121.955871582,0.76507955789566,1
178817.552030087,0.4162517786026,-1
193805.633187294,0.366137892007828,-1
177868.021011353,0.656903445720673,-1
175841.584682465,0.564337372779846,0
164537.609219551,0.467659115791321,0
167006.597518921,0.379082143306732,0
208564.240336418,0.336790829896927,-1
179928.821802139,0.336790829896927,1
201015.229225159,0.192089065909386,-1
213077.383041382,0.133755028247833,0
222634.501755238,0.155864283442497,0
177239.377081394,0.220903262495995,1
202444.985210896,0.324225753545761,0
164258.549809456,0.283193111419678,-1
